work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,salary_range,employee_residence,remote_ratio,company_location,company_size
2022,SE,FT,Machine Learning Engineer,160000,USD,160000,"$160,000-$179,999",US,Remote,US,M
2022,EN,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,SE,FT,Cloud Database Engineer,160000,USD,160000,"$160,000-$179,999",US,Remote,US,M
2022,MI,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,Remote,US,M
2022,EN,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,EN,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,SE,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,MI,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,Remote,US,M
2022,MI,FT,Data Analyst,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,MI,FT,Data Analyst,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,EN,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,MI,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,Remote,US,M
2022,SE,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,EN,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,EN,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,MI,FT,Data Analyst,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,MI,FT,Data Analyst,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,MI,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,Remote,US,M
2022,EX,FT,Head of Data,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,SE,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,SE,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,SE,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,SE,FT,Data Architect,160000,USD,160000,"$160,000-$179,999",US,Remote,US,M
2022,SE,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,Remote,US,M
2022,SE,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,Remote,US,M
2022,SE,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,Remote,US,M
2022,SE,FT,Data Scientist,160000,USD,160000,"$160,000-$179,999",US,In person,US,L
2022,MI,FT,Data Scientist,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,SE,FT,Data Scientist,160000,USD,160000,"$160,000-$179,999",US,In person,US,L
2022,SE,FT,Data Scientist,160000,USD,160000,"$160,000-$179,999",US,Remote,US,L
2022,SE,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,Remote,US,M
2022,SE,FT,Data Scientist,160000,USD,160000,"$160,000-$179,999",US,In person,US,L
2022,SE,FT,Data Scientist,160000,USD,160000,"$160,000-$179,999",US,Remote,US,L
2022,SE,FT,ML Engineer,160000,USD,160000,"$160,000-$179,999",US,In person,US,M
2022,MI,FT,Machine Learning Scientist,160000,USD,160000,"$160,000-$179,999",US,Remote,US,L
2022,SE,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,In person,US,L
2022,SE,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,Remote,US,M
2022,SE,FT,Data Engineer,160000,USD,160000,"$160,000-$179,999",US,Remote,US,M
2022,MI,FT,Data Scientist,160000,USD,160000,"$160,000-$179,999",US,Remote,US,M
2021,SE,FT,Cloud Data Engineer,160000,USD,160000,"$160,000-$179,999",BR,Remote,US,S
2021,SE,FT,Lead Data Engineer,160000,USD,160000,"$160,000-$179,999",PR,Hybrid,US,S
2021,MI,FT,Data Scientist,160000,USD,160000,"$160,000-$179,999",US,Remote,US,L
2023,SE,FT,Machine Learning Engineer,160080,USD,160080,"$160,000-$179,999",US,Remote,US,M
2022,SE,FT,Data Engineer,160080,USD,160080,"$160,000-$179,999",US,In person,US,M
2022,SE,FT,Data Engineer,160080,USD,160080,"$160,000-$179,999",US,Remote,US,M
2022,SE,FT,Data Engineer,160395,USD,160395,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Manager,160667,USD,160667,"$160,000-$179,999",US,In person,US,M
2023,EN,FT,Data Analyst,160800,USD,160800,"$160,000-$179,999",US,In person,US,M
2023,EN,FT,Data Scientist,160800,USD,160800,"$160,000-$179,999",GB,In person,GB,M
2024,SE,FT,Data Scientist,161000,USD,161000,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Data Scientist,161000,USD,161000,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,Data Product Manager,161000,USD,161000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Integration Engineer,161000,USD,161000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Scientist,161000,USD,161000,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,Data Analyst,161000,USD,161000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Scientist,161000,USD,161000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Engineer,161000,USD,161000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Scientist,161000,USD,161000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Engineer,161000,USD,161000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,161000,USD,161000,"$160,000-$179,999",US,In person,US,M
2022,MI,FT,Data Engineer,161000,USD,161000,"$160,000-$179,999",US,Remote,US,M
2022,SE,FT,Data Engineer,161000,USD,161000,"$160,000-$179,999",US,Remote,US,M
2024,MI,FT,Data Integration Engineer,161250,USD,161250,"$160,000-$179,999",US,Remote,US,M
2024,MI,FT,Data Integration Engineer,161250,USD,161250,"$160,000-$179,999",US,Remote,US,M
2024,EX,FT,Machine Learning Engineer,161300,USD,161300,"$160,000-$179,999",US,In person,US,M
2024,EX,FT,Data Science,161300,USD,161300,"$160,000-$179,999",US,In person,US,M
2022,SE,FT,Big Data Engineer,210000,CAD,161311,"$160,000-$179,999",CA,Hybrid,CA,M
2022,SE,FT,Data Science Manager,161342,USD,161342,"$160,000-$179,999",US,Remote,US,M
2024,SE,FT,Data Scientist,161500,USD,161500,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Data Engineer,161500,USD,161500,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,Data Engineer,161500,USD,161500,"$160,000-$179,999",US,Remote,US,M
2023,MI,FT,Data Engineer,161500,USD,161500,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Analyst,161500,USD,161500,"$160,000-$179,999",US,Remote,US,M
2022,SE,FT,Data Scientist,161500,USD,161500,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Engineer,161800,USD,161800,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,161800,USD,161800,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Engineer,161800,USD,161800,"$160,000-$179,999",US,In person,US,M
2024,MI,FT,Data Scientist,161875,USD,161875,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Data Scientist,161900,USD,161900,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Scientist,161900,USD,161900,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,161900,USD,161900,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,161900,USD,161900,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Scientist,161900,USD,161900,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Scientist,161900,USD,161900,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,161900,USD,161900,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,AI Developer,150000,EUR,161952,"$160,000-$179,999",FR,Hybrid,FR,M
2024,SE,FT,Machine Learning Engineer,162000,USD,162000,"$160,000-$179,999",US,Remote,US,M
2024,SE,FT,Data Engineer,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Data Scientist,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Data Scientist,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2024,MI,FT,Data Scientist,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Data Science,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Data Engineer,162000,USD,162000,"$160,000-$179,999",US,Remote,US,M
2024,SE,FT,Machine Learning Engineer,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2024,MI,FT,Data Engineer,162000,USD,162000,"$160,000-$179,999",US,Remote,US,M
2023,MI,FT,Data Scientist,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,Data Engineer,162000,USD,162000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Engineer,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Scientist,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,Data Scientist,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Analytics Engineer,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,162000,USD,162000,"$160,000-$179,999",US,Remote,US,M
2023,MI,FT,Data Scientist,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,Data Scientist,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Scientist,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,Data Scientist,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Scientist,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Scientist,162000,USD,162000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Scientist,162000,USD,162000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Engineer,162000,USD,162000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Scientist,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,162000,USD,162000,"$160,000-$179,999",GB,In person,GB,M
2023,SE,FT,Data Engineer,162000,USD,162000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Engineer,162000,USD,162000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Scientist,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,162000,USD,162000,"$160,000-$179,999",US,In person,US,M
2022,SE,FT,Data Engineer,162000,USD,162000,"$160,000-$179,999",US,Remote,US,M
2023,MI,FT,Research Scientist,162170,USD,162170,"$160,000-$179,999",US,Remote,US,M
2023,EN,FT,Research Scientist,162170,USD,162170,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Applied Scientist,162170,USD,162170,"$160,000-$179,999",US,Remote,US,M
2024,EN,FT,Data Engineer,162240,USD,162240,"$160,000-$179,999",US,In person,US,M
2024,EN,FT,Data Scientist,162240,USD,162240,"$160,000-$179,999",US,In person,US,M
2024,EN,FT,Machine Learning Engineer,162240,USD,162240,"$160,000-$179,999",US,In person,US,M
2024,EN,FT,Machine Learning Engineer,162240,USD,162240,"$160,000-$179,999",US,In person,US,M
2023,EN,FT,Data Analyst,162240,USD,162240,"$160,000-$179,999",US,In person,US,M
2023,EN,FT,Machine Learning Engineer,162240,USD,162240,"$160,000-$179,999",US,In person,US,M
2023,EN,FT,Research Scientist,162240,USD,162240,"$160,000-$179,999",US,In person,US,M
2023,EN,FT,Data Analyst,162240,USD,162240,"$160,000-$179,999",US,In person,US,M
2023,EX,FT,Head of Data Science,131899,GBP,162288,"$160,000-$179,999",GB,In person,GB,M
2024,MI,FT,Analytics Engineer,130000,GBP,162500,"$160,000-$179,999",GB,Remote,GB,M
2023,EX,FT,Data Engineer,162500,USD,162500,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,Data Engineer,162500,USD,162500,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,Data Engineer,162500,USD,162500,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,Data Engineer,162500,USD,162500,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,Data Engineer,162500,USD,162500,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,Data Engineer,162500,USD,162500,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Scientist,162500,USD,162500,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,Data Engineer,162500,USD,162500,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,162500,USD,162500,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Engineer,162500,USD,162500,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Scientist,162500,USD,162500,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,Data Engineer,162500,USD,162500,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,162540,USD,162540,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,162540,USD,162540,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Data Scientist,162819,USD,162819,"$160,000-$179,999",US,Remote,US,M
2024,SE,FT,Data Analyst,162900,USD,162900,"$160,000-$179,999",US,Remote,US,M
2024,SE,FT,Data Analyst,163000,USD,163000,"$160,000-$179,999",US,Remote,US,M
2024,SE,FT,Machine Learning Engineer,163000,USD,163000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Applied Scientist,163000,USD,163000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Machine Learning Engineer,163000,USD,163000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,163152,USD,163152,"$160,000-$179,999",US,In person,US,M
2023,EN,FT,Machine Learning Engineer,163196,USD,163196,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,163200,USD,163200,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Research Scientist,163200,USD,163200,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,163200,USD,163200,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Research Scientist,163200,USD,163200,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,163200,USD,163200,"$160,000-$179,999",US,In person,US,M
2024,EX,FT,Data Engineer,163500,USD,163500,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,163625,USD,163625,"$160,000-$179,999",US,Remote,US,M
2024,SE,FT,Data Analyst,163700,USD,163700,"$160,000-$179,999",US,In person,US,M
2023,EN,FT,Data Analyst,163800,USD,163800,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Machine Learning Scientist,163800,USD,163800,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,163800,USD,163800,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,163800,USD,163800,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,163800,USD,163800,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,163800,USD,163800,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,163800,USD,163800,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,163800,USD,163800,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,163800,USD,163800,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,163800,USD,163800,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,163800,USD,163800,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,163800,USD,163800,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Machine Learning Engineer,164000,USD,164000,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Data Scientist,164000,USD,164000,"$160,000-$179,999",US,Remote,US,M
2024,SE,FT,Data Architect,164000,USD,164000,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Data Analyst,164000,USD,164000,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Machine Learning Engineer,164000,USD,164000,"$160,000-$179,999",US,Remote,US,M
2024,SE,FT,Data Architect,164000,USD,164000,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Machine Learning Engineer,164000,USD,164000,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Research Scientist,164000,USD,164000,"$160,000-$179,999",US,Remote,US,M
2024,SE,FT,Data Analyst,164000,USD,164000,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Data Architect,164000,USD,164000,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Data Analyst,164000,USD,164000,"$160,000-$179,999",CA,Remote,CA,M
2023,SE,FT,Data Architect,164000,USD,164000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Scientist,164000,USD,164000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Scientist,164000,USD,164000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Machine Learning Engineer,164000,USD,164000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Applied Scientist,164000,USD,164000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Scientist,164000,USD,164000,"$160,000-$179,999",US,In person,US,M
